StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q6A1,Q6A3,Q6A3_1_TEXT,Q138,Q138_4_TEXT,Q6A2,Q41_1,Q41_2,Q78,Q78_9_TEXT,Q1F4,Q4A1,Q40_1,Q40_2,Q40_3,Q40_4,Q40_5,Q5A1,HH1,Q1A1,Q122,Q1A2,Q1A2_1_TEXT,Q1A3,Q1A3_3_TEXT,Q1A4a,Q1A4b,Q1A5a,Q1A5a_1_TEXT,Q1A5b,Q1A5b_1_TEXT,Q65,Q65_1_TEXT,Q1B6,Q80,Q80_1_TEXT,Q80_2_TEXT,Q4B1,Q4B1_1_TEXT,Q4D1,Q4D2,Q2,Q3,Q4,Q5,Q6E1a,Q6E1b,Q6E1c,Q6E1d,Q6E1e,Q6E1g,Q1E1,Q1E2a,Q1E2f,Q1C1a,Q131,Q2A1a,Q2A1b,Q2A2,Q2A3,Q2A5,Q2A6,Q5A2,Q141,Q5B1,Q5B2a,Q5B2a_101_TEXT,Q145,Q145_5_TEXT,Q5B3,Q5B3_101_TEXT,Q252,Q252_11_TEXT,Q249,Q250,Q251,Q251_10_TEXT,Q137,Q5B2a_6_TEXT - Actionability,Q5B2a_6_TEXT - Effort,Q5B2a_6_TEXT - Effort Numeric,Q5B2a_6_TEXT - Emotion Intensity,Q5B2a_6_TEXT - Emotion,Q5B2a_6_TEXT - Parent Topics,Q5B2a_6_TEXT - Sentiment Polarity,Q5B2a_6_TEXT - Sentiment Score,Q5B2a_6_TEXT - Sentiment,Q5B2a_6_TEXT - Topic Sentiment Label,Q5B2a_6_TEXT - Topic Sentiment Score,Q5B2a_6_TEXT - Topics,Q5B3_6_TEXT - Actionability,Q5B3_6_TEXT - Effort,Q5B3_6_TEXT - Effort Numeric,Q5B3_6_TEXT - Emotion Intensity,Q5B3_6_TEXT - Emotion,Q5B3_6_TEXT - Parent Topics,Q5B3_6_TEXT - Sentiment Polarity,Q5B3_6_TEXT - Sentiment Score,Q5B3_6_TEXT - Sentiment,Q5B3_6_TEXT - Topic Sentiment Label,Q5B3_6_TEXT - Topic Sentiment Score,Q5B3_6_TEXT - Topics,Q249 - Actionability,Q249 - Effort,Q249 - Effort Numeric,Q249 - Emotion Intensity,Q249 - Emotion,Q249 - Parent Topics,Q249 - Sentiment Polarity,Q249 - Sentiment Score,Q249 - Sentiment,Q249 - Topic Sentiment Label,Q249 - Topic Sentiment Score,Q249 - Topics,Q250 - Actionability,Q250 - Effort,Q250 - Effort Numeric,Q250 - Emotion Intensity,Q250 - Emotion,Q250 - Parent Topics,Q250 - Sentiment Polarity,Q250 - Sentiment Score,Q250 - Sentiment,Q250 - Topic Sentiment Label,Q250 - Topic Sentiment Score,Q250 - Topics,Q251_10_TEXT - Actionability,Q251_10_TEXT - Effort,Q251_10_TEXT - Effort Numeric,Q251_10_TEXT - Emotion Intensity,Q251_10_TEXT - Emotion,Q251_10_TEXT - Parent Topics,Q251_10_TEXT - Sentiment Polarity,Q251_10_TEXT - Sentiment Score,Q251_10_TEXT - Sentiment,Q251_10_TEXT - Topic Sentiment Label,Q251_10_TEXT - Topic Sentiment Score,Q251_10_TEXT - Topics,Q145_5_TEXT - Actionability,Q145_5_TEXT - Effort,Q145_5_TEXT - Effort Numeric,Q145_5_TEXT - Emotion Intensity,Q145_5_TEXT - Emotion,Q145_5_TEXT - Parent Topics,Q145_5_TEXT - Sentiment Polarity,Q145_5_TEXT - Sentiment Score,Q145_5_TEXT - Sentiment,Q145_5_TEXT - Topic Sentiment Label,Q145_5_TEXT - Topic Sentiment Score,Q145_5_TEXT - Topics,Q78_9_TEXT - Actionability,Q78_9_TEXT - Effort,Q78_9_TEXT - Effort Numeric,Q78_9_TEXT - Emotion Intensity,Q78_9_TEXT - Emotion,Q78_9_TEXT - Parent Topics,Q78_9_TEXT - Sentiment Polarity,Q78_9_TEXT - Sentiment Score,Q78_9_TEXT - Sentiment,Q78_9_TEXT - Topic Sentiment Label,Q78_9_TEXT - Topic Sentiment Score,Q78_9_TEXT - Topics,Q4B1_8_TEXT - Actionability,Q4B1_8_TEXT - Effort,Q4B1_8_TEXT - Effort Numeric,Q4B1_8_TEXT - Emotion Intensity,Q4B1_8_TEXT - Emotion,Q4B1_8_TEXT - Parent Topics,Q4B1_8_TEXT - Sentiment Polarity,Q4B1_8_TEXT - Sentiment Score,Q4B1_8_TEXT - Sentiment,Q4B1_8_TEXT - Topic Sentiment Label,Q4B1_8_TEXT - Topic Sentiment Score,Q4B1_8_TEXT - Topics,Q5B2a_6_TEXT - Topic Hierarchy Level 1,Q251_10_TEXT - Topic Hierarchy Level 1,Q249 - Topic Hierarchy Level 1,Q250 - Topic Hierarchy Level 1,Q4B1_8_TEXT - Topic Hierarchy Level 1,Q78_9_TEXT - Topic Hierarchy Level 1,Q5B3_6_TEXT - Topic Hierarchy Level 1,Q145_5_TEXT - Topic Hierarchy Level 1
11/13/24 9:14,11/13/24 9:25,IP Address,169.150.167.75,100,673,TRUE,11/13/24 9:25,R_7PXL0N3uO95AN2B,,,,,36.1537,-85.6436,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,10,,,No,Often true,Often true,"I do not know enough places where I can receive free groceries,It takes too long to wait at the site for free groceries.",,A vehicle owned by you or a household member,Good,1 or 2 times per year,Some months,Some months,Some months,,No,3,No one in the household under age 18,2,Enter your age in years:,63,A woman,,No,White,Enter zip code (5 digit),38544,,,Enter county,Putnam,College 4 years or more (College graduate),"Yes, and my first name and email address is:",,Cathy. catprcslgr02@gmail.com,High blood pressure / hypertension,,No,No,None,None,Never,Never,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat,Somewhat,"$3,000 â€“ $3,999",Not working/unemployed,Someone elseâ€™s place,Friendâ€™s,Don't know,"Yes, living/staying here",Yes,Don't know,,Yes,,,,,,I started receiving more income and didnâ€™t qualify anymore.,,"Housing/utility assistance or referrals,Health care services or health screenings",,Ok,Things could be better but they couldn't be worse,"Healthy and affordable food,Affordable health care,Access to local resources that can help me; like food banks, housing programs, and free/low-cost health clinics",,,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,other,Neutral,0,None,None,,0,0,Mixed,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/24 9:08,11/13/24 9:26,IP Address,107.19.9.232,100,1064,TRUE,11/13/24 9:26,R_7i800OSx4QTksZW,,,,,35.2118,-87.0371,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,1,,,No,Often true,Often true,I do not know enough places where I can receive free groceries,,A vehicle owned by you or a household member,Very good,,,,,,No,2,No one in the household under age 18,No one in the household over age 60,Enter your age in years:,29,A man,,No,Black or African American,Enter zip code (5 digit),38478,,,Enter county,Giles ,Grade 12 or GED (High school graduate),"Yes, and my first name and phone number is:",Dashawn 931-226-9208,,None,,Don't know,Don't know,None,2 to 3 times,Don't know,Don't know,Yes,No,No,No,No,No,Don't know,Don't know,Don't know,Zero ,Not working/unemployed,Somewhere else,,Don't know,"No, living somewhere else ",Don't know,Don't know,,Yes,,,,,,I did not meet work requirements.,,Cooking lessons,,Okay,I'm homeless ,"Healthy and affordable food,Being able to save money and pass it on to my family,Affordable health care,Better jobs that pay well and offer benefits,Affordable housing in my community",,No,,,,,,,,,,,,,,,,,,,,,,,,,not meaningful message,Neutral,0,None,None,,0,0,Neutral,,,Unknown,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/24 9:22,11/13/24 9:27,IP Address,35.151.135.121,100,281,TRUE,11/13/24 9:27,R_546mWPeXPjNHCin,,,,,36.2155,-85.5426,anonymous,EN,I am 18 years or older and do not want to begin the survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/24 9:21,11/13/24 9:27,IP Address,152.97.126.104,100,351,TRUE,11/13/24 9:27,R_3Fy01yd9c8CO4CM,,,,,35.9259,-85.4641,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,7,,,No,Sometimes true,Sometimes true,I do not know enough places where I can receive free groceries,,A vehicle owned by you or a household member,Good,,1 or 2 times per year,Never,Never,Never,No,1,No one in the household under age 18,1,Enter your age in years:,71,A woman,,No,White,Enter zip code (5 digit),38583,,,Enter county,White,College 4 years or more (College graduate),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/24 9:14,11/13/24 9:28,IP Address,152.42.33.221,100,799,TRUE,11/13/24 9:28,R_21tSkBYXARacbSX,,,,,35.5478,-87.552,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,25,,,No,Sometimes true,Never true,I do not face any challenges,,A vehicle owned by you or a household member,Fair,Never,1 or 2 times per year,Never,,Never,No,2,No one in the household under age 18,,Enter your age in years:,63,A woman,,No,White,Enter zip code (5 digit),38462,,,Enter county,Lewis,Grade 12 or GED (High school graduate),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/24 9:24,11/13/24 9:28,IP Address,75.208.137.102,100,237,TRUE,11/13/24 9:28,R_71go4D8ojkLGTOC,,,,,36.1988,-86.7881,anonymous,EN,I am 18 years or older and agree to begin the survey,No,,,I am not comfortable asking for help.,,No,Often true,Often true,I do not think I am eligible to get free groceries.,,A vehicle owned by you or a household member,Fair,Some months,Some months,Some months,Some months,Some months,Yes,3,1,No one in the household over age 60,Don't Know ,,A woman,,No,White,Enter zip code (5 digit),38506,,,Enter county,Putnam ,Grade 12 or GED (High school graduate),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/24 9:24,11/13/24 9:31,IP Address,47.40.222.46,100,456,TRUE,11/13/24 9:31,R_52Q9enM9BuAepBu,,,,,36.2155,-85.5426,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,6,,,No,Sometimes true,Sometimes true,"It takes too long to wait at the site for free groceries.,I feel uncomfortable asking for help.",,A vehicle owned by you or a household member,Fair,1 or 2 times per year,Some months,Some months,1 or 2 times per year,Never,No,2,1,No one in the household over age 60,Enter your age in years:,46,A man,,No,White,Enter zip code (5 digit),38544,,,Enter county,Putnam,Grade 12 or GED (High school graduate),"Yes, and my first name and email address is:",,EARL EARLJALLEN1978@outlook.com,"Diabetes / sugar diabetes / prediabetes,High blood pressure / hypertension",,No,No,None,None,Rarely,Never,Yes,No,No,Yes,Yes,No,No,Not at all,Completely,"$1,000 â€“ $1,999",Not working/unemployed,A place you rent,,Don't know,"Yes, living/staying here",No,Don't know,,Yes,,,,,,I started receiving more income and didnâ€™t qualify anymore.,,Housing/utility assistance or referrals,,Ok,Itâ€™s neither terrible nor great,"Healthy and affordable food,Being able to save money and pass it on to my family,Affordable health care,Affordable housing in my community,Reducing racism and discrimination,Access to local resources that can help me; like food banks, housing programs, and free/low-cost health clinics",,,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/24 9:20,11/13/24 9:33,IP Address,107.119.69.44,100,772,TRUE,11/13/24 9:33,R_3JtMthaB34zCnmx,,,,,35.1567,-89.9274,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,4,,,No,Often true,Sometimes true,I feel unwelcome at the sites in my community.,,A vehicle owned by you or a household member,Good,Some months,1 or 2 times per year,1 or 2 times per year,1 or 2 times per year,Never,Yes,2,No one in the household under age 18,1,Enter your age in years:,59,A woman,,No,White,Enter zip code (5 digit),38456,,,Enter county,Lawrence ,Grades 9 through 11 (Some high school),"Yes, and my first name and phone number is:",Patricia 870-253-8196,,None,,Yes,Yes,None,None,Does not apply to me,Sometimes,Yes,No,Yes,Yes,Yes,No,No,Very little,Completely,"$1,000 â€“ $1,999",Not working/unemployed,A place you rent,,Yes,"Yes, living/staying here",No,No,3 weeks,,,,,,,,,None,,Good ,It could be worse ,Being able to save money and pass it on to my family,,,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,None,None,,0,1,Positive,,,Unknown,other,Neutral,0,None,None,,0,-1,Negative,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/24 9:28,11/13/24 9:35,IP Address,172.76.162.233,100,413,TRUE,11/13/24 9:35,R_7AfPGPYvkcVpoL7,,,,,36.0486,-85.0105,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,1,,,No,Sometimes true,Sometimes true,I feel uncomfortable asking for help.,,A vehicle owned by you or a household member,Very good,Prefer not to answer,Every month,Every month,Every month,Prefer not to answer,No,2,Prefer not to answer,Prefer not to answer,Enter your age in years:,55,A woman,,Yes,White,Enter zip code (5 digit),38574,,,Enter county,Putnam,Grade 12 or GED (High school graduate),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/24 9:24,11/13/24 9:35,IP Address,174.80.36.98,100,677,TRUE,11/13/24 9:35,R_7qwjLG1FcTZCxe7,,,,,36.2155,-85.5426,anonymous,EN,I am 18 years or older and agree to begin the survey,No,,,Other,2nd Harvest is enough ,No,Often true,Never true,I do not face any challenges,,A vehicle owned by you or a household member,Fair,Every month,Every month,Every month,Never,Never,No,3,No one in the household under age 18,3 or more seniors,Enter your age in years:,67,A woman,,No,White,Enter zip code (5 digit),38501,,,Enter county,Putnam ,Grade 12 or GED (High school graduate),"Yes, and my first name and email address is:",,April apr157.ab@gmail.com ,Other,"RA, fibromyalgia",No,Yes,None,None,Never,Sometimes,Yes,Yes,No,Yes,Yes,No,Prefer not to answer,Not at all,Completely,"$1,000 â€“ $1,999",Retired,Someone elseâ€™s place,Siblingâ€™s,No,"No, living somewhere else ",No,Not applicable,,No,Yes,,,I did not complete my interview or submit my verification on time.,,,,"Housing/utility assistance or referrals,Help signing up for other assistance programs like public housing or Families First (TANF),Other",Senior Housing ,Transition ,Divorce ,Affordable housing in my community,,Senior housing is my need that's affordable ,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,,,,,,,,
11/13/24 9:17,11/13/24 9:44,IP Address,69.243.194.60,100,1594,TRUE,11/13/24 9:44,R_638kwcXBaL2SWH3,,,,,36.0571,-86.6729,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,9,,,No,Often true,Sometimes true,The places where I can receive free groceries are not open during the times or days that I need,,A vehicle owned by you or a household member,Fair,Some months,Some months,Some months,1 or 2 times per year,Never,No,6,2,No one in the household over age 60,Enter your age in years:,54,A woman,,No,Black or African American,Enter zip code (5 digit),37217,,,Enter county,Davidson ,College 4 years or more (College graduate),"Yes, and my first name and phone number is:",904-200-5298,,"Diabetes / sugar diabetes / prediabetes,High blood pressure / hypertension,Heart disease / stroke",,Yes,Yes,None,1 time,Sometimes,Sometimes,Yes,No,No,Yes,Yes,No,Yes,Not at all,Very well,"$2,000 â€“ $2,999",Working for pay full-time (more than 30 hours per week),A place you rent,,No,"Yes, living/staying here",No,Yes,,No,No,I have not applied because I don't think I am eligible.,,,,,,"Cooking lessons,Housing/utility assistance or referrals,Health care services or health screenings,Mental health assistance or referrals,Financial planning or budgeting assistance",,Uncertain,"Due to an decrease in income, not sure if the household needs can be met. ","Healthy and affordable food,Being able to save money and pass it on to my family,Better jobs that pay well and offer benefits,Quality education and training,Affordable housing in my community,Reducing racism and discrimination,Access to local resources that can help me; like food banks, housing programs, and free/low-cost health clinics",,Not at this time,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,Low,Fear,,0,0,Neutral,,,Unknown,other,Neutral,0,None,None,,0,-1,Negative,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/24 9:31,11/13/24 9:44,IP Address,174.212.163.112,100,832,TRUE,11/13/24 9:44,R_33gIkvo7f7TtMU0,,,,,36.0084,-83.9705,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,1,,,Yes,Often true,Often true,"I do not know enough places where I can receive free groceries,The places where I can receive free groceries are not open during the times or days that I need,Other",We don't get enough food for 4 people,A vehicle owned by you or a household member,Poor,Every month,Every month,Every month,Every month,Never,No,4,1,No one in the household over age 60,Enter your age in years:,50,A woman,,No,White,Enter zip code (5 digit),38401,,,Enter county,Maury,College 4 years or more (College graduate),"Yes, and my first name and phone number is:",Dorothy 931-982-1634,,"Diabetes / sugar diabetes / prediabetes,High blood pressure / hypertension,Other",High cholesterol; hypertension anxiety,No,No,None,None,Rarely,Often,Yes,No,No,Yes,No,No,No,Not at all,Completely,$500  â€“ $999,Working for pay full-time (more than 30 hours per week),A place you rent,,No,"Yes, living/staying here",No,Yes,,No,No,Other,I'm not eligible,,,,,"Nutrition education,Cooking lessons,Housing/utility assistance or referrals,Health care services or health screenings,Financial planning or budgeting assistance,Help signing up for food assistance programs like SNAP (food stamps) or WIC",,I'm the only one working ,I'm the only one working,"Healthy and affordable food,Affordable health care,Affordable housing in my community,Reducing racism and discrimination,Access to local resources that can help me; like food banks, housing programs, and free/low-cost health clinics",,,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,,,,,,,,,,,,,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,None,None,,0,-1,Negative,,,Unknown,other,Neutral,0,High,Fear,,0,-1,Negative,,,Unknown,,,,,,,,
11/13/24 9:27,11/13/24 9:49,IP Address,35.151.134.87,100,1347,TRUE,11/13/24 9:49,R_7NQxj1KBkH1Tj7r,,,,,36.2155,-85.5426,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,6,,,No,Often true,Often true,"The places where I can receive free groceries are not open during the times or days that I need,The locations are too far away from me or inconvenient for me to visit",,Rely on friends or family transportation,Fair,Every month,Every month,Every month,Every month,Some months,Yes,5,3,No one in the household over age 60,Enter your age in years:,35,A woman,,No,White,Enter zip code (5 digit),38501,,,Enter county,Putnam ,Grade 12 or GED (High school graduate),"Yes, and my first name and email address is:",,Nikita nikitarichardt67@gmail.com ,None,,No,Yes,None,4 to 5 times,Never,Never,Yes,No,No,Yes,Yes,No,No,Somewhat,Very well,"$2,000 â€“ $2,999","Working, but not for pay (taking care of children, volunteering),Not working/unemployed",A place you rent,,Yes,"No, living somewhere else ",Yes,No,2 weeks,,,,,,,,,"Housing/utility assistance or referrals,Employment assistance (for example, job training or resume writing),Financial planning or budgeting assistance",,Depressed ,Don't have enough money for Christmas ,"Being able to save money and pass it on to my family,Better jobs that pay well and offer benefits",,No,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,Low,Sadness,,0,-1,Negative,,,Unknown,other,Neutral,0,None,None,,0,-1,Negative,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/24 9:28,11/13/24 9:51,IP Address,97.81.163.124,100,1422,TRUE,11/13/24 9:51,R_8sXEc0aNiarxGXw,,,,,36.2155,-85.5426,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,Eight,,,Don't know,Sometimes true,Sometimes true,"I do not have easy access to a car or public transit, I can't afford gas or bus fare, or I have trouble carrying my food home",,Rely on friends or family transportation,Poor,Some months,Some months,Never,Some months,Never,Yes,8,1,2,Enter your age in years:,68,A woman,,No,White,Enter zip code (5 digit),38583,,,Enter county,White,Grade 12 or GED (High school graduate),"Yes, and my first name and phone number is:",Karen 9315290145,,"Diabetes / sugar diabetes / prediabetes,High blood pressure / hypertension,Heart disease / stroke",,Yes,Yes,None,None,Sometimes,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not at all,Completely,"$1,000 â€“ $1,999",Retired,A place you own,,Yes,"Yes, living/staying here",No,No,2 weeks,,,,,,,,,Housing/utility assistance or referrals,,Stressful,,Being able to save money and pass it on to my family,,,,,,,,,,,,,,,,,,,,,,,,,,,other,Hard,-1,Medium,Frustration,,0,-1,Negative,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/24 9:35,11/13/24 9:53,IP Address,47.13.90.198,100,1090,TRUE,11/13/24 9:53,R_7gwHTvkph55NaXT,,,,,36.2155,-85.5426,anonymous,EN,I am 18 years or older and agree to begin the survey,No,,,I am not comfortable asking for help.,,No,Often true,Sometimes true,I feel uncomfortable asking for help.,,"Rely on friends or family transportation,Biking or walking",Fair,Every month,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,No,2,Prefer not to answer,,Prefer not to answer,,A woman,,No,White,Enter zip code (5 digit),38506,,,Enter county,Putnam ,Grades 9 through 11 (Some high school),"Yes, and my first name and phone number is:",Deonna  931-260-2151,,"High blood pressure / hypertension,Heart disease / stroke",,Yes,Yes,None,None,Often,Often,Yes,Yes,No,Yes,Yes,Yes,Prefer not to answer,Not at all,Completely,Zero ,Not working/unemployed,Prefer not to answer,,Don't know,Prefer not to answer,Don't know,Prefer not to answer,,Yes,,,,,,I missed the recertification deadline.,,"Nutrition education,Cooking lessons,Housing/utility assistance or referrals,Health care services or health screenings,Transportation assistance (for example, bus vouchers or free rides),Employment assistance (for example, job training or resume writing),Mental health assistance or referrals,Financial planning or budgeting assistance,Help signing up for food assistance programs like SNAP (food stamps) or WIC,Help signing up for other assistance programs like public housing or Families First (TANF)",,Grateful ,Because I'm homeless and am having a hard time I'm still grateful for everyday that the lord gives me. ,"Healthy and affordable food,Being able to save money and pass it on to my family,Affordable health care,Better jobs that pay well and offer benefits,Quality education and training,Affordable housing in my community,Reducing racism and discrimination,Convenient, reliable transportation,Access to local resources that can help me; like food banks, housing programs, and free/low-cost health clinics",,I think it's great what you all are doing and please keep me and my family and friends in your prayers please and thank you. ,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,Low,Thankfulness,,0,1,Positive,,,Unknown,other,Hard,-1,Low,Mixed,,0,0,Mixed,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/24 9:52,11/13/24 9:57,IP Address,174.225.255.242,100,271,TRUE,11/13/24 9:57,R_3zGwAVnyysmr5yC,,,,,36.1671,-86.7861,anonymous,EN,I am 18 years or older and agree to begin the survey,No,,,Other,At work,No,Sometimes true,Sometimes true,Other,Always working,A vehicle owned by you or a household member,Fair,Every month,Every month,Every month,Every month,Every month,Yes,6,3,No one in the household over age 60,Enter your age in years:,44,A woman,,No,White,Enter zip code (5 digit),38462,,,Enter county,Lewis,Grade 12 or GED (High school graduate),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,Easy,1,Low,Trust,,0,0,Neutral,,,Unknown,,,,,,,,,,,,,,,,,,,,
11/13/24 9:39,11/13/24 10:00,IP Address,24.159.24.59,100,1227,TRUE,11/13/24 10:00,R_1ckCl2MXHVDmWJu,,,,,35.2423,-87.3347,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,9,,,Yes,Often true,Often true,I feel uncomfortable asking for help.,,A vehicle owned by you or a household member,Poor,Some months,Never,1 or 2 times per year,Some months,Never,Yes,1,No one in the household under age 18,1,Enter your age in years:,65,A woman,,No,White,Enter zip code (5 digit),38462,,,Enter county,Lewis ,Grade 12 or GED (High school graduate),"Yes, and my first name and phone number is:",Marilyn 615-500-7643,,"Diabetes / sugar diabetes / prediabetes,High blood pressure / hypertension,Heart disease / stroke",,No,No,None,1 time,Rarely,Sometimes,Yes,No,No,Yes,Yes,No,No,Not at all,Completely,"$1,000 â€“ $1,999",Not working/unemployed,A place you rent,,Yes,"No, living somewhere else ",Yes,No,1 week or less,,,,,,,,,"Nutrition education,Other",To be remembered at Christmas (embarrassed),Blessed!,I haven't gone hungry in months because of second harvest at hohenwald.,Healthy and affordable food,,Thank you for what you are doing.  God bless you all!,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,High,Love,,0,0,Neutral,,,Unknown,other,Neutral,0,None,None,,0,-1,Negative,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
